words@mnk1988m	@mnk1988m	162.258	162.609	запись
words@mnk1988m	@mnk1988m	162.609	162.96	найти
words@mnk1988m	@mnk1988m	162.96	163.311	аккордеониста
words@mnk1988m	@mnk1988m	163.311	163.662	/
words@mnk1988m	@mnk1988m	163.662	164.013	/
words@mnk1988m	@mnk1988m	164.155	164.521	И
words@mnk1988m	@mnk1988m	164.521	164.887	эээ
words@mnk1988m	@mnk1988m	164.887	165.254	когда
words@mnk1988m	@mnk1988m	165.254	165.62	мы
words@mnk1988m	@mnk1988m	165.62	165.986	составляли
words@mnk1988m	@mnk1988m	165.986	166.353	объявление
words@mnk1988m	@mnk1988m	166.353	166.719	/
words@mnk1988m	@mnk1988m	166.719	167.085	естественно
words@mnk1988m	@mnk1988m	167.085	167.452	не
words@mnk1988m	@mnk1988m	167.452	167.818	было
words@mnk1988m	@mnk1988m	167.818	168.185	никакой
words@mnk1988m	@mnk1988m	168.185	168.551	уверенности
words@mnk1988m	@mnk1988m	168.551	168.917	что
words@mnk1988m	@mnk1988m	168.917	169.284	мы
words@mnk1988m	@mnk1988m	169.284	169.65	кого-то
words@mnk1988m	@mnk1988m	169.65	170.016	найдем
words@mnk1988m	@mnk1988m	170.016	170.383	потому
words@mnk1988m	@mnk1988m	170.383	170.749	что
words@mnk1988m	@mnk1988m	170.749	171.115	/
words@mnk1988m	@mnk1988m	171.115	171.482	мы
words@mnk1988m	@mnk1988m	171.482	171.848	даже
words@mnk1988m	@mnk1988m	171.848	172.215	гитаристов
words@mnk1988m	@mnk1988m	172.215	172.581	элементарно
words@mnk1988m	@mnk1988m	172.581	172.947	там
words@mnk1988m	@mnk1988m	172.947	173.314	барабанщиков
words@mnk1988m	@mnk1988m	173.314	173.68	не
words@mnk1988m	@mnk1988m	173.68	174.046	могли
words@mnk1988m	@mnk1988m	174.046	174.413	найти
words@mnk1988m	@mnk1988m	174.413	174.779	/
words@mnk1988m	@mnk1988m	174.779	175.146	/
words@mnk1988m	@mnk1988m	175.328	175.75	Мы
words@mnk1988m	@mnk1988m	175.75	176.173	разместили
words@mnk1988m	@mnk1988m	176.173	176.595	объявления
words@mnk1988m	@mnk1988m	176.595	177.018	у
words@mnk1988m	@mnk1988m	177.018	177.44	себя
words@mnk1988m	@mnk1988m	177.44	177.863	/
words@mnk1988m	@mnk1988m	177.863	178.285	в
words@mnk1988m	@mnk1988m	178.285	178.708	соцсетях
words@mnk1988m	@mnk1988m	178.708	179.13	/
words@mnk1988m	@mnk1988m	179.13	179.553	ходили
words@mnk1988m	@mnk1988m	179.553	179.976	расклеивали
words@mnk1988m	@mnk1988m	179.976	180.398	по
words@mnk1988m	@mnk1988m	180.398	180.821	городу
words@mnk1988m	@mnk1988m	180.821	181.243	и
words@mnk1988m	@mnk1988m	181.243	181.666	практически
words@mnk1988m	@mnk1988m	181.666	182.088	сразу
words@mnk1988m	@mnk1988m	182.088	182.511	там
words@mnk1988m	@mnk1988m	182.511	182.933	буквально
words@mnk1988m	@mnk1988m	182.933	183.356	несколько
words@mnk1988m	@mnk1988m	183.356	183.778	дней
words@mnk1988m	@mnk1988m	183.778	184.201	прошло
words@mnk1988m	@mnk1988m	184.201	184.624	/
words@mnk1988m	@mnk1988m	184.624	185.046	нам
words@mnk1988m	@mnk1988m	185.046	185.469	написала
words@mnk1988m	@mnk1988m	185.469	185.891	общая
